weekly_label,avg_mood_score,mood_variability,journal_negative_ratio,quickcheckin_avg,low_signal_rate,stress_mean,energy_mean,recovery_score
Mixed,2.59,0.619,0.418,2.799,0.391,3.218,2.937,0.613
Mixed,2.639,0.357,0.376,3.091,0.509,3.532,2.943,0.631
Mixed,2.619,0.447,0.462,2.907,0.29,2.979,3.187,0.482
Mixed,3.338,0.405,0.512,3.11,0.515,3.366,2.975,0.583
Mixed,3.159,0.525,0.379,2.807,0.269,2.806,2.918,0.503
Mixed,3.429,0.56,0.54,3.008,0.408,2.926,3.296,0.588
Mixed,3.268,0.633,0.339,3.217,0.25,3.092,2.894,0.401
Mixed,3.345,0.672,0.382,3.102,0.246,3.27,2.922,0.623
Mixed,3.379,0.581,0.372,2.721,0.334,3.048,2.716,0.633
Mixed,3.124,0.615,0.589,3.393,0.519,2.974,2.951,0.44
Mixed,2.84,0.655,0.434,3.19,0.493,2.959,2.822,0.528
Mixed,3.3,0.573,0.486,3.353,0.454,3.28,2.604,0.496
Mixed,3.343,0.644,0.575,2.991,0.475,2.853,2.676,0.579
Mixed,2.981,0.665,0.495,2.76,0.3,3.031,3.158,0.392
Mixed,2.77,0.518,0.448,2.76,0.437,3.126,2.846,0.545
Mixed,3.269,0.36,0.348,2.821,0.34,3.052,2.778,0.543
Mixed,3.027,0.512,0.438,3.25,0.338,3.013,2.898,0.531
Mixed,3.362,0.618,0.507,3.319,0.242,3.04,2.955,0.433
Mixed,2.622,0.592,0.369,3.428,0.327,2.846,3.14,0.428
Mixed,2.963,0.629,0.423,3.22,0.322,3.505,3.078,0.441
Mixed,2.553,0.331,0.371,2.632,0.448,3.5,2.869,0.398
Mixed,2.703,0.329,0.574,3.238,0.263,3.512,3.143,0.377
Mixed,2.799,0.525,0.395,3.316,0.51,3.128,2.598,0.429
Mixed,3.192,0.623,0.566,3.065,0.396,3.039,3.253,0.613
Mixed,3.165,0.565,0.574,2.976,0.238,3.213,2.954,0.385
Mixed,2.795,0.486,0.356,3.347,0.235,3.305,2.932,0.423
Mixed,3.262,0.637,0.584,2.969,0.281,2.832,3.41,0.612
Mixed,2.554,0.409,0.37,2.873,0.434,3.298,3.113,0.422
Mixed,3.332,0.426,0.576,2.717,0.36,2.962,2.861,0.539
Mixed,2.666,0.588,0.583,2.853,0.481,3.27,2.861,0.61
Mixed,2.799,0.639,0.593,2.825,0.356,2.829,2.998,0.396
Mixed,3.162,0.677,0.535,3.353,0.389,3.426,2.659,0.611
Mixed,2.761,0.6,0.33,2.892,0.291,3.054,3.263,0.383
Mixed,3.023,0.66,0.428,3.201,0.499,3.353,2.887,0.572
Mixed,2.85,0.402,0.428,3.058,0.433,3.203,2.948,0.408
Mixed,2.817,0.447,0.593,3.444,0.53,3.202,2.999,0.555
Mixed,3.294,0.351,0.347,3.069,0.419,3.037,2.703,0.637
Mixed,2.832,0.517,0.393,2.831,0.274,2.846,3.199,0.597
Mixed,2.813,0.506,0.452,3.269,0.247,3.446,2.932,0.401
Mixed,3.101,0.525,0.357,2.874,0.356,2.873,2.728,0.589
Mixed,2.968,0.348,0.322,3.008,0.446,3.361,3.172,0.442
Mixed,2.908,0.376,0.329,3.337,0.289,3.124,2.634,0.427
Mixed,2.858,0.587,0.498,3.009,0.491,2.947,2.986,0.449
Mixed,3.032,0.524,0.326,3.355,0.25,3.065,2.714,0.434
Mixed,3.077,0.441,0.448,3.074,0.26,3.597,2.897,0.536
Mixed,2.993,0.605,0.383,2.697,0.39,3.54,2.881,0.518
Mixed,3.319,0.498,0.585,3.263,0.485,2.948,2.924,0.44
Mixed,3.269,0.58,0.431,3.026,0.496,2.985,2.885,0.516
Mixed,2.807,0.411,0.374,3.056,0.528,3.498,2.855,0.504
Mixed,3.128,0.675,0.339,2.923,0.492,3.22,2.878,0.503
Mixed,2.77,0.66,0.529,3.192,0.45,3.012,3.412,0.608
Mixed,2.709,0.6,0.313,2.567,0.222,2.864,2.918,0.521
Mixed,3.204,0.47,0.509,3.256,0.275,2.887,3.258,0.583
Mixed,2.922,0.346,0.526,3.263,0.394,3.476,2.58,0.536
Mixed,2.812,0.654,0.525,3.274,0.404,3.436,3.258,0.581
Mixed,2.979,0.515,0.312,2.722,0.512,3.294,2.724,0.493
Mixed,2.935,0.407,0.442,2.654,0.227,2.986,2.709,0.624
Mixed,2.804,0.575,0.511,2.944,0.488,3.396,3.057,0.453
Mixed,3.218,0.482,0.584,3.37,0.399,3.096,3.148,0.452
Mixed,2.704,0.447,0.482,3.013,0.279,3.318,2.954,0.389
Mixed,3.064,0.374,0.531,2.743,0.539,3.233,3.091,0.549
Mixed,2.697,0.368,0.582,2.926,0.453,3.485,2.61,0.478
Mixed,3.335,0.382,0.461,3.209,0.234,3.317,3.386,0.494
Mixed,2.594,0.43,0.387,2.804,0.281,3.452,3.256,0.619
Mixed,2.959,0.606,0.493,2.642,0.289,2.875,2.704,0.368
Mixed,2.604,0.629,0.348,2.994,0.308,3.424,3.135,0.37
Mixed,3.402,0.583,0.571,2.662,0.362,3.125,2.65,0.442
Mixed,3.005,0.537,0.442,2.882,0.441,3.153,3.32,0.427
Mixed,2.697,0.656,0.4,3.202,0.408,2.995,2.616,0.58
Mixed,2.74,0.342,0.408,2.848,0.244,3.113,2.79,0.618
Mixed,2.948,0.39,0.363,2.892,0.394,2.814,3.355,0.545
Mixed,3.105,0.379,0.548,3.077,0.347,3.051,3.418,0.539
Mixed,2.62,0.598,0.523,2.94,0.41,3.305,3.366,0.442
Mixed,2.745,0.659,0.325,2.985,0.429,3.395,2.904,0.538
Mixed,2.604,0.437,0.585,2.785,0.231,3.428,2.867,0.407
Mixed,2.862,0.342,0.363,2.611,0.408,3.052,2.615,0.495
Mixed,2.843,0.483,0.467,3.19,0.44,3.015,2.992,0.621
Mixed,3.366,0.443,0.549,3.376,0.435,3.382,3.421,0.437
Mixed,3.162,0.398,0.394,2.757,0.348,2.988,2.973,0.629
Mixed,3.289,0.365,0.336,3.002,0.463,3.347,3.243,0.37
Mixed,3.116,0.649,0.325,2.838,0.269,3.038,3.308,0.51
Mixed,2.971,0.54,0.425,3.249,0.457,2.891,2.981,0.385
Mixed,2.82,0.611,0.555,3.205,0.334,3.572,3.041,0.424
Mixed,3.254,0.493,0.338,3.331,0.221,3.343,3.047,0.404
Mixed,2.571,0.355,0.38,3.302,0.509,3.165,3.227,0.465
Mixed,2.806,0.566,0.316,2.973,0.509,3.085,2.562,0.519
Mixed,2.833,0.499,0.334,2.873,0.35,3.159,3.125,0.58
Mixed,3.313,0.526,0.321,3.1,0.251,3.449,3.27,0.616
Mixed,2.675,0.369,0.512,2.692,0.416,3.178,2.577,0.453
Mixed,3.083,0.395,0.32,2.877,0.414,3.291,2.701,0.559
Mixed,2.831,0.611,0.359,3.449,0.362,3.174,2.99,0.402
Mixed,2.875,0.362,0.563,2.617,0.343,2.978,3.383,0.391
Mixed,3.239,0.417,0.405,3.344,0.307,2.825,3.383,0.37
Mixed,3.365,0.423,0.434,3.285,0.496,3.186,2.841,0.59
Mixed,3.261,0.592,0.373,2.669,0.324,3.097,2.637,0.503
Mixed,2.622,0.463,0.303,2.659,0.449,3.395,2.841,0.371
Mixed,2.986,0.41,0.335,3.233,0.539,3.48,3.439,0.597
Mixed,2.65,0.543,0.547,2.66,0.52,3.069,3.03,0.387
Mixed,3.057,0.504,0.4,3.319,0.403,3.51,3.362,0.457
Mixed,3.405,0.327,0.401,2.899,0.491,3.178,2.574,0.448
Mixed,2.596,0.626,0.522,2.67,0.281,2.871,3.201,0.542
Mixed,2.934,0.322,0.318,2.61,0.52,3.537,3.227,0.509
Mixed,2.834,0.621,0.318,2.589,0.229,3.162,3.144,0.454
Mixed,2.922,0.503,0.578,2.994,0.329,3.573,3.21,0.534
Mixed,3.374,0.445,0.407,3.059,0.41,3.371,3.021,0.469
Mixed,2.67,0.397,0.418,3.215,0.483,3.426,2.847,0.373
Mixed,3.446,0.612,0.301,2.937,0.459,3.167,2.747,0.412
Mixed,2.736,0.637,0.362,3.099,0.536,2.806,3.422,0.467
Mixed,2.583,0.389,0.527,3.14,0.471,3.301,2.917,0.632
Mixed,3.001,0.597,0.494,2.923,0.36,3.335,3.133,0.546
Mixed,3.067,0.578,0.431,3.118,0.269,3.414,3.12,0.466
Mixed,2.858,0.482,0.519,2.696,0.526,3.316,2.646,0.55
Mixed,2.868,0.54,0.401,2.579,0.474,3.043,3.042,0.598
Steady,3.335,0.497,0.177,3.466,0.321,2.274,3.735,0.629
Steady,3.868,0.177,0.324,3.99,0.27,2.444,3.539,0.651
Steady,3.597,0.236,0.431,3.349,0.258,2.718,3.859,0.546
Steady,3.543,0.527,0.448,3.833,0.17,2.924,3.258,0.654
Steady,3.575,0.314,0.309,3.302,0.234,2.222,3.502,0.681
Steady,3.704,0.427,0.327,3.676,0.198,2.313,3.4,0.542
Steady,3.797,0.302,0.294,3.772,0.126,2.206,3.498,0.738
Steady,4.067,0.394,0.289,3.928,0.12,2.834,3.482,0.557
Steady,3.406,0.319,0.369,3.395,0.357,2.537,3.295,0.713
Steady,3.557,0.322,0.289,3.475,0.106,2.899,3.774,0.81
Steady,3.304,0.454,0.222,3.636,0.053,2.241,3.757,0.715
Steady,3.658,0.182,0.152,3.73,0.193,2.636,3.516,0.637
Steady,3.695,0.384,0.426,3.338,0.077,2.717,3.622,0.57
Steady,3.908,0.185,0.328,3.175,0.338,2.778,4.081,0.687
Steady,3.542,0.345,0.379,3.665,0.224,2.541,3.821,0.63
Steady,3.605,0.441,0.358,3.669,0.098,2.746,3.472,0.734
Steady,3.659,0.412,0.21,3.515,0.322,2.82,3.994,0.763
Steady,3.722,0.302,0.256,3.864,0.272,2.417,3.913,0.749
Steady,3.921,0.291,0.239,3.744,0.322,2.585,3.439,0.69
Steady,3.253,0.327,0.398,3.613,0.33,2.695,4.064,0.745
Steady,3.815,0.489,0.266,4.008,0.127,2.435,3.424,0.745
Steady,3.623,0.408,0.427,3.504,0.178,2.845,4.025,0.79
Steady,3.822,0.244,0.363,3.584,0.304,2.989,4.11,0.631
Steady,3.927,0.333,0.418,3.269,0.234,2.998,3.86,0.647
Steady,4.0,0.4,0.206,4.013,0.068,2.435,3.859,0.774
Steady,3.943,0.467,0.381,3.693,0.097,2.592,3.628,0.604
Steady,4.011,0.175,0.288,3.175,0.192,2.773,3.881,0.749
Steady,3.719,0.465,0.293,3.752,0.097,2.554,4.118,0.544
Steady,3.675,0.193,0.2,3.209,0.126,2.538,3.93,0.551
Steady,3.887,0.491,0.36,3.278,0.287,2.565,3.476,0.763
Steady,3.89,0.251,0.236,3.502,0.266,2.642,3.631,0.741
Steady,3.396,0.525,0.34,3.765,0.21,2.578,3.978,0.777
Steady,3.696,0.27,0.225,3.912,0.262,2.359,3.919,0.618
Steady,4.101,0.455,0.394,3.528,0.076,2.242,3.681,0.817
Steady,3.378,0.362,0.334,3.398,0.217,2.409,3.667,0.577
Steady,4.117,0.452,0.399,3.918,0.073,2.373,3.449,0.738
Steady,3.586,0.234,0.231,3.597,0.221,2.244,3.474,0.739
Steady,3.472,0.181,0.323,4.045,0.198,2.588,3.311,0.556
Steady,4.085,0.18,0.397,3.696,0.319,2.875,3.94,0.746
Steady,4.041,0.505,0.264,3.901,0.119,2.561,3.27,0.67
Steady,3.939,0.507,0.353,3.423,0.116,2.454,4.111,0.632
Steady,3.701,0.454,0.284,3.51,0.128,2.315,3.706,0.581
Steady,4.041,0.425,0.166,3.991,0.145,2.351,3.473,0.571
Steady,3.623,0.491,0.403,3.206,0.05,3.0,3.371,0.643
Steady,3.7,0.296,0.161,3.995,0.325,2.239,3.94,0.705
Steady,3.551,0.468,0.181,3.259,0.349,2.723,3.358,0.797
Steady,3.547,0.261,0.188,3.338,0.185,2.344,3.574,0.69
Steady,3.554,0.353,0.291,3.718,0.335,2.664,4.067,0.582
Steady,3.354,0.503,0.226,3.201,0.076,2.326,4.106,0.763
Steady,3.332,0.281,0.439,3.383,0.305,2.268,3.683,0.745
Steady,3.866,0.238,0.258,3.706,0.352,2.504,3.277,0.636
Steady,4.094,0.211,0.325,3.431,0.336,2.74,3.792,0.706
Steady,4.015,0.252,0.437,3.397,0.331,2.506,3.402,0.787
Steady,3.737,0.204,0.164,3.5,0.302,2.668,3.988,0.668
Steady,3.98,0.504,0.155,3.297,0.213,2.804,3.971,0.811
Steady,3.356,0.5,0.393,3.735,0.303,2.568,3.932,0.756
Steady,3.528,0.439,0.158,3.765,0.236,2.367,3.868,0.767
Steady,4.034,0.355,0.315,3.44,0.298,2.656,3.698,0.609
Steady,4.12,0.444,0.247,3.636,0.217,2.656,3.42,0.79
Steady,3.531,0.496,0.361,3.653,0.215,2.202,3.781,0.616
Steady,3.683,0.374,0.203,3.969,0.351,2.972,4.103,0.693
Steady,3.818,0.28,0.162,4.002,0.324,2.394,3.704,0.625
Steady,3.313,0.422,0.208,3.526,0.245,2.667,3.358,0.796
Steady,3.554,0.419,0.207,3.842,0.331,2.217,3.374,0.623
Steady,3.783,0.332,0.403,3.599,0.211,2.312,3.815,0.569
Steady,3.319,0.409,0.231,4.013,0.051,2.636,3.465,0.585
Steady,4.142,0.387,0.367,3.228,0.161,2.23,4.129,0.751
Steady,3.683,0.313,0.417,3.404,0.151,2.545,4.098,0.811
Steady,3.513,0.302,0.287,3.21,0.145,2.286,3.252,0.58
Steady,3.859,0.299,0.175,3.531,0.234,2.811,3.456,0.714
Steady,4.06,0.185,0.265,3.169,0.141,2.484,3.482,0.682
Steady,3.44,0.485,0.29,3.435,0.289,2.666,3.58,0.651
Steady,3.527,0.2,0.218,3.413,0.149,2.595,3.629,0.633
Steady,4.052,0.26,0.236,3.706,0.099,2.494,4.132,0.611
Steady,3.852,0.214,0.246,3.607,0.348,2.313,3.64,0.601
Steady,3.812,0.309,0.268,3.281,0.122,2.854,3.98,0.56
Steady,3.363,0.473,0.247,3.247,0.293,2.469,4.043,0.69
Steady,3.82,0.523,0.381,3.242,0.142,2.478,4.042,0.577
Steady,4.028,0.398,0.313,3.836,0.059,2.898,4.107,0.682
Steady,3.378,0.283,0.227,3.763,0.205,2.258,3.388,0.757
Steady,3.893,0.421,0.435,3.829,0.125,2.251,3.333,0.731
Steady,3.619,0.198,0.403,3.921,0.137,2.383,4.017,0.632
Steady,3.621,0.193,0.342,3.463,0.08,2.502,3.774,0.668
Steady,3.309,0.475,0.347,3.845,0.097,2.818,3.963,0.608
Steady,3.333,0.19,0.186,3.598,0.121,2.247,3.74,0.651
Steady,3.712,0.248,0.255,3.349,0.12,2.955,3.751,0.693
Steady,3.597,0.257,0.158,3.786,0.084,2.604,3.552,0.699
Steady,3.415,0.339,0.184,3.191,0.284,2.689,3.578,0.625
Steady,4.139,0.29,0.282,3.258,0.154,2.49,3.4,0.69
Steady,4.11,0.475,0.435,3.152,0.069,2.616,3.332,0.669
Steady,3.834,0.293,0.403,3.202,0.071,2.683,3.645,0.662
Steady,3.343,0.372,0.157,3.502,0.324,2.325,3.433,0.788
Steady,3.383,0.463,0.413,3.98,0.214,2.774,4.019,0.765
Steady,3.558,0.245,0.202,4.028,0.267,2.527,3.498,0.775
Steady,3.958,0.423,0.231,3.378,0.25,2.351,3.533,0.625
Steady,4.065,0.278,0.431,3.886,0.181,2.756,3.366,0.699
Steady,3.312,0.35,0.41,3.326,0.059,2.833,3.707,0.679
Steady,3.284,0.451,0.244,3.63,0.062,2.488,4.088,0.801
Steady,3.841,0.522,0.397,3.799,0.192,2.784,3.299,0.634
Steady,3.283,0.172,0.269,3.568,0.197,2.961,3.709,0.689
Steady,3.972,0.27,0.201,3.461,0.279,2.629,3.421,0.609
Steady,3.704,0.5,0.349,3.392,0.074,2.854,3.739,0.596
Steady,4.054,0.419,0.281,3.856,0.169,2.785,4.15,0.636
Steady,3.255,0.252,0.316,3.773,0.066,2.619,3.522,0.672
Steady,3.806,0.201,0.312,3.376,0.219,2.61,3.66,0.687
Steady,3.33,0.369,0.171,3.6,0.107,2.804,4.096,0.807
Steady,3.334,0.288,0.228,3.845,0.061,2.223,3.801,0.647
Steady,3.839,0.437,0.33,4.026,0.343,2.347,3.966,0.732
Steady,3.909,0.32,0.38,4.036,0.147,2.57,3.673,0.735
Steady,3.999,0.213,0.197,3.342,0.224,2.997,3.755,0.81
Steady,3.871,0.354,0.275,3.977,0.058,2.686,3.999,0.665
Steady,3.573,0.42,0.271,3.587,0.311,2.941,3.986,0.654
Steady,3.646,0.5,0.289,3.186,0.22,2.463,3.279,0.678
Steady,3.657,0.41,0.151,3.575,0.226,2.423,3.412,0.565
Steady,3.81,0.308,0.3,3.409,0.338,2.282,4.145,0.6
Steady,4.146,0.451,0.398,3.928,0.118,2.661,4.037,0.79
Steady,3.435,0.498,0.427,3.98,0.355,2.259,4.113,0.787
Steady,3.27,0.23,0.307,3.47,0.062,2.869,4.049,0.574
Steady,3.882,0.491,0.386,3.934,0.277,2.781,3.864,0.732
Steady,3.666,0.399,0.217,3.462,0.106,2.737,3.254,0.58
Steady,4.047,0.502,0.404,3.212,0.235,2.491,3.559,0.635
Steady,3.992,0.194,0.391,3.896,0.083,2.337,3.256,0.747
Steady,3.755,0.409,0.42,3.609,0.197,2.675,3.33,0.608
Steady,3.529,0.509,0.26,3.204,0.193,2.672,3.652,0.732
Steady,3.644,0.404,0.294,3.325,0.154,2.905,3.469,0.72
Steady,3.563,0.215,0.169,3.625,0.209,2.502,3.816,0.73
Steady,3.791,0.197,0.334,3.718,0.205,2.619,3.383,0.692
Steady,3.658,0.253,0.339,3.803,0.102,2.74,3.252,0.543
Steady,3.994,0.293,0.394,3.379,0.19,2.574,3.36,0.754
Steady,3.961,0.42,0.153,4.037,0.155,2.974,4.006,0.732
Steady,3.602,0.438,0.235,3.237,0.27,2.403,3.756,0.742
Steady,3.434,0.257,0.181,3.61,0.088,2.287,3.416,0.696
Steady,3.899,0.309,0.348,3.708,0.181,2.861,3.543,0.628
Steady,3.65,0.442,0.369,4.047,0.192,2.761,3.673,0.625
Steady,3.778,0.292,0.344,3.906,0.302,2.668,4.083,0.748
Steady,3.39,0.306,0.18,3.8,0.241,2.923,3.832,0.802
Steady,3.543,0.309,0.338,3.323,0.112,2.522,3.319,0.665
Steady,3.825,0.409,0.3,3.904,0.18,2.253,4.004,0.542
Steady,3.522,0.184,0.227,3.7,0.21,2.531,3.893,0.792
Steady,3.927,0.278,0.378,3.66,0.149,2.808,3.423,0.819
Steady,3.27,0.515,0.288,3.988,0.225,2.218,4.088,0.557
Steady,4.108,0.254,0.241,3.522,0.287,2.417,4.007,0.666
Steady,3.983,0.311,0.331,3.882,0.143,2.955,3.25,0.569
Steady,3.322,0.403,0.448,4.005,0.317,2.838,3.883,0.741
Steady,3.971,0.185,0.288,3.465,0.117,2.942,3.875,0.785
Steady,3.639,0.344,0.274,3.345,0.355,2.476,3.609,0.706
Steady,3.727,0.494,0.434,3.637,0.088,2.947,3.262,0.662
Steady,3.557,0.394,0.256,3.295,0.079,2.433,3.721,0.571
Steady,3.589,0.217,0.158,3.462,0.164,2.544,3.832,0.677
Steady,4.115,0.434,0.392,3.301,0.173,2.5,3.582,0.728
Steady,3.36,0.524,0.363,3.804,0.329,2.556,3.811,0.795
Steady,4.025,0.173,0.283,3.226,0.068,2.977,3.57,0.589
Steady,3.431,0.381,0.438,3.286,0.306,2.565,3.927,0.676
Steady,3.3,0.504,0.438,3.283,0.123,2.531,4.036,0.704
Steady,3.715,0.355,0.163,3.566,0.286,2.825,3.349,0.559
Steady,3.765,0.449,0.438,3.915,0.176,2.719,4.128,0.553
Steady,3.443,0.267,0.227,3.886,0.256,2.432,3.968,0.665
Steady,3.377,0.246,0.262,3.737,0.198,2.379,3.425,0.765
Steady,3.326,0.312,0.169,3.246,0.045,2.534,3.36,0.798
Steady,3.291,0.216,0.437,3.344,0.238,2.476,3.437,0.752
Steady,3.549,0.329,0.207,3.764,0.119,2.489,3.284,0.776
Steady,3.295,0.181,0.429,3.538,0.238,2.341,3.593,0.619
Steady,3.906,0.209,0.383,3.446,0.268,2.917,3.274,0.543
Steady,4.098,0.18,0.349,3.965,0.263,2.318,3.304,0.557
Steady,3.376,0.393,0.361,3.349,0.32,2.504,3.769,0.817
Steady,4.134,0.306,0.339,3.467,0.072,2.991,3.485,0.641
Steady,3.943,0.388,0.436,3.995,0.274,2.482,3.636,0.545
Steady,3.456,0.411,0.245,3.386,0.149,2.315,3.284,0.776
Steady,3.663,0.179,0.426,3.449,0.23,2.201,4.02,0.681
Steady,3.421,0.275,0.398,3.694,0.289,2.701,4.08,0.564
Steady,3.458,0.499,0.224,3.632,0.313,2.319,3.646,0.743
Steady,4.041,0.324,0.247,3.219,0.247,2.496,4.047,0.664
Steady,3.448,0.317,0.168,3.791,0.074,2.851,3.785,0.636
Steady,4.014,0.404,0.447,3.938,0.36,2.793,3.452,0.65
Steady,3.577,0.461,0.346,3.393,0.194,2.916,4.144,0.656
Steady,3.934,0.33,0.387,3.828,0.122,2.875,4.038,0.714
Steady,3.907,0.322,0.337,3.665,0.078,2.262,3.935,0.764
Steady,3.724,0.338,0.353,3.981,0.287,2.339,4.014,0.663
Steady,3.394,0.275,0.265,3.537,0.138,2.599,4.021,0.765
Steady,3.311,0.34,0.284,3.446,0.284,2.878,3.805,0.609
Steady,4.027,0.38,0.32,3.995,0.153,2.936,3.377,0.632
Steady,3.695,0.471,0.231,3.962,0.089,2.602,3.315,0.72
Steady,3.859,0.53,0.362,3.276,0.11,2.995,3.892,0.762
Steady,3.382,0.386,0.185,3.725,0.262,2.352,3.729,0.798
Steady,3.457,0.239,0.386,3.528,0.062,2.631,3.333,0.796
Steady,3.675,0.343,0.386,3.583,0.202,2.914,3.553,0.598
Steady,3.31,0.25,0.434,3.671,0.26,2.942,4.077,0.813
Steady,3.266,0.423,0.444,4.031,0.063,2.95,3.982,0.672
Steady,3.816,0.207,0.316,3.2,0.174,2.45,3.354,0.546
Steady,3.363,0.422,0.162,3.464,0.163,2.254,3.941,0.63
Steady,3.835,0.23,0.165,3.48,0.266,2.825,3.343,0.741
Steady,3.964,0.281,0.34,3.782,0.226,2.802,3.449,0.7
Steady,3.861,0.234,0.432,3.509,0.282,2.417,3.534,0.618
Steady,3.783,0.505,0.241,3.359,0.252,2.57,3.855,0.629
Steady,3.601,0.32,0.364,3.498,0.223,2.507,3.688,0.685
Steady,3.729,0.521,0.214,4.006,0.142,2.439,3.437,0.745
Steady,3.997,0.455,0.363,3.602,0.173,2.543,4.06,0.678
Steady,3.682,0.478,0.394,3.604,0.143,2.764,3.851,0.559
Steady,4.122,0.35,0.426,3.264,0.134,2.719,3.646,0.766
Steady,3.556,0.495,0.258,3.976,0.242,2.917,3.538,0.757
Steady,3.413,0.18,0.215,3.767,0.283,2.97,3.855,0.808
Steady,3.663,0.305,0.232,3.55,0.053,2.448,3.255,0.796
Steady,4.013,0.447,0.205,3.435,0.322,2.765,3.959,0.615
Steady,3.913,0.346,0.404,3.891,0.158,2.35,3.284,0.689
Steady,3.748,0.3,0.34,3.666,0.213,2.601,3.81,0.703
Steady,3.477,0.345,0.418,3.983,0.052,2.66,4.036,0.695
Steady,4.128,0.432,0.373,3.905,0.338,2.748,3.622,0.574
Steady,3.388,0.474,0.241,3.872,0.154,2.225,3.446,0.756
Steady,3.686,0.488,0.171,3.447,0.104,2.721,3.332,0.776
Steady,3.471,0.445,0.427,3.41,0.339,2.619,3.255,0.67
Steady,3.618,0.199,0.382,3.847,0.299,2.651,3.978,0.65
Steady,3.265,0.511,0.359,3.454,0.317,2.737,3.505,0.671
Steady,3.96,0.418,0.214,3.66,0.087,2.841,4.1,0.563
Steady,3.398,0.302,0.381,3.93,0.325,2.833,3.879,0.586
Steady,3.72,0.49,0.398,3.861,0.313,2.342,3.826,0.679
Steady,3.437,0.53,0.335,3.94,0.144,2.851,3.513,0.794
Steady,3.966,0.379,0.15,3.715,0.058,2.728,3.411,0.734
Steady,3.891,0.187,0.338,3.833,0.22,2.59,3.786,0.701
Steady,4.141,0.184,0.438,3.595,0.233,2.797,3.258,0.742
Steady,3.528,0.258,0.223,3.325,0.117,2.735,3.9,0.569
Steady,3.677,0.369,0.177,3.341,0.277,2.614,3.552,0.759
Steady,3.737,0.21,0.372,3.9,0.277,2.356,3.406,0.78
Steady,3.725,0.203,0.383,3.713,0.068,2.836,3.598,0.703
Steady,3.753,0.38,0.293,3.314,0.19,2.543,3.612,0.601
Steady,3.426,0.484,0.405,3.457,0.102,2.232,3.6,0.759
Steady,3.359,0.262,0.371,3.625,0.199,2.251,3.738,0.819
Steady,3.365,0.229,0.317,3.764,0.156,2.962,3.42,0.704
Steady,4.131,0.188,0.194,3.717,0.302,2.991,3.372,0.761
Steady,4.09,0.402,0.292,3.479,0.046,2.436,3.695,0.799
Steady,3.81,0.195,0.155,3.484,0.35,2.485,3.631,0.55
Steady,3.431,0.389,0.391,3.546,0.138,2.954,3.372,0.75
Steady,3.414,0.274,0.442,3.361,0.228,2.786,3.868,0.553
Steady,3.498,0.281,0.338,3.278,0.312,2.944,4.121,0.776
Steady,3.592,0.422,0.178,3.853,0.043,2.805,3.838,0.682
Steady,3.697,0.332,0.271,3.847,0.336,2.439,3.857,0.667
Steady,3.591,0.285,0.274,3.208,0.293,2.79,3.531,0.807
Steady,4.058,0.299,0.407,3.196,0.31,2.507,3.756,0.813
Steady,3.509,0.411,0.23,3.378,0.263,2.859,3.388,0.751
Steady,4.007,0.478,0.34,3.624,0.153,2.228,3.434,0.803
Steady,3.543,0.315,0.26,3.818,0.287,2.526,3.552,0.581
Steady,3.338,0.296,0.35,3.551,0.183,2.326,4.022,0.683
Steady,3.865,0.177,0.301,3.973,0.29,2.76,4.068,0.696
Steady,3.49,0.395,0.419,3.533,0.261,2.299,3.957,0.746
Steady,3.283,0.345,0.394,3.463,0.282,2.847,4.031,0.734
Steady,3.523,0.293,0.324,3.638,0.245,2.758,3.572,0.715
Steady,4.089,0.265,0.352,3.161,0.35,2.355,3.412,0.574
Steady,3.269,0.506,0.216,3.8,0.191,2.864,3.872,0.764
Steady,3.303,0.314,0.427,3.207,0.325,2.546,4.125,0.711
Steady,3.553,0.276,0.263,3.557,0.047,2.27,3.394,0.789
Steady,3.69,0.414,0.3,3.425,0.285,2.643,3.326,0.584
Steady,4.0,0.329,0.227,3.162,0.349,2.642,3.999,0.567
Steady,4.009,0.366,0.29,3.406,0.278,2.769,3.414,0.791
Steady,3.984,0.302,0.182,3.994,0.188,2.221,4.144,0.749
Steady,3.618,0.435,0.437,3.609,0.14,2.597,3.904,0.8
Steady,4.094,0.263,0.353,3.962,0.277,2.55,3.686,0.653
Steady,3.627,0.342,0.296,3.315,0.162,2.374,3.265,0.793
Steady,4.023,0.331,0.433,3.407,0.158,2.413,3.338,0.801
Steady,3.416,0.347,0.177,3.735,0.054,2.456,3.591,0.791
Steady,3.522,0.395,0.256,3.192,0.06,2.475,4.003,0.693
Steady,3.965,0.46,0.227,3.622,0.225,2.971,3.314,0.579
Steady,3.615,0.176,0.365,3.493,0.335,2.305,3.793,0.677
Steady,3.613,0.482,0.282,3.746,0.318,2.854,3.63,0.627
Steady,3.823,0.501,0.163,3.782,0.093,2.288,3.842,0.625
Steady,3.871,0.492,0.268,4.032,0.193,2.941,3.876,0.612
Steady,3.74,0.473,0.188,3.4,0.237,2.896,4.1,0.804
Steady,3.41,0.437,0.33,3.572,0.308,2.796,3.4,0.541
Steady,3.513,0.177,0.165,3.751,0.118,2.816,4.003,0.772
Steady,3.517,0.354,0.368,3.875,0.243,2.836,3.958,0.574
Steady,4.028,0.299,0.364,3.889,0.219,2.396,3.518,0.645
Steady,4.06,0.521,0.277,3.69,0.071,2.212,4.096,0.759
