avg_mood_score,mood_variability,journal_negative_ratio,stress_mean,anxiety_mean,support_mean,stress_index,emotional_stability,positivity_ratio,confidence_score
4.426,0.205,0.865,3.397,4.097,4.287,77,100,13,96
4.545,0.404,0.592,1.05,2.464,2.051,17,100,41,88
2.571,0.385,0.304,2.821,4.409,4.21,75,89,70,96
3.842,0.19,0.735,1.55,1.935,2.988,28,100,26,96
4.135,0.818,0.947,1.163,1.083,3.319,15,92,5,87
3.417,0.652,0.733,2.159,1.775,1.752,40,73,27,81
3.279,0.544,0.086,1.743,1.422,2.227,18,86,91,86
4.833,0.364,0.485,4.73,2.593,2.743,73,100,51,93
2.403,0.713,0.06,3.89,1.309,1.469,57,60,94,78
4.16,0.847,0.021,3.068,3.083,2.083,47,95,98,78
2.888,0.358,0.422,4.981,1.308,2.377,78,79,58,91
1.127,0.549,0.475,4.883,2.085,3.634,99,53,53,94
4.88,0.519,0.278,4.482,1.043,2.377,49,100,72,88
3.606,0.243,0.066,1.693,1.27,1.661,12,94,93,90
3.23,0.096,0.168,2.426,1.498,3.326,31,100,83,96
3.123,0.525,0.54,2.832,1.323,3.77,44,89,46,96
3.998,0.812,0.183,1.17,2.667,1.894,17,89,82,78
1.765,0.569,0.125,4.768,2.87,4.312,93,74,87,96
3.089,0.3,0.826,1.108,4.743,4.273,57,94,17,96
1.294,0.67,0.382,2.574,2.365,4.901,62,64,62,96
1.162,0.155,0.97,1.137,1.52,4.498,44,62,3,96
3.215,0.647,0.089,4.865,2.964,1.096,84,73,91,77
1.06,0.442,0.432,3.513,4.584,2.658,100,47,57,91
3.72,0.786,0.167,3.642,4.995,4.686,82,100,83,95
4.146,0.087,0.968,1.485,4.558,1.842,56,96,3,94
2.041,0.27,0.77,4.615,2.62,1.982,99,58,23,91
4.32,0.098,0.79,4.903,4.78,1.401,100,98,21,91
2.761,0.682,0.222,4.938,3.216,2.007,94,70,78,82
2.043,0.688,0.073,1.89,4.136,1.065,57,51,93,76
1.01,0.119,0.731,2.638,2.54,4.413,74,63,27,96
3.583,0.806,0.527,2.074,2.835,4.879,43,100,47,96
2.922,0.317,0.224,1.356,4.187,1.147,45,74,78,85
4.178,0.417,0.26,2.704,2.724,3.582,42,100,74,96
1.966,0.852,0.584,1.965,2.189,4.826,49,69,42,95
3.956,0.371,0.831,3.059,4.336,3.021,77,98,17,95
1.221,0.386,0.975,4.762,3.758,4.57,100,58,3,96
1.685,0.773,0.768,4.765,4.374,2.966,100,48,23,85
4.383,0.12,0.037,1.991,1.727,3.804,15,100,96,96
2.648,0.887,0.764,1.889,1.101,2.321,35,58,24,79
2.745,0.316,0.025,4.227,3.491,4.931,81,100,97,96
2.82,0.759,0.764,4.399,2.501,1.734,88,59,24,78
3.835,0.21,0.354,3.679,3.245,2.65,68,100,65,96
2.744,0.323,0.47,1.98,2.518,3.963,44,89,53,96
4.497,0.786,0.447,1.476,2.687,1.34,23,90,55,75
4.025,0.422,0.187,4.279,3.477,2.179,75,100,81,89
1.547,0.275,0.931,1.504,3.471,3.269,65,57,7,96
2.445,0.206,0.476,2.386,1.665,3.138,45,80,52,96
1.879,0.667,0.799,3.352,2.735,1.761,82,44,20,81
2.513,0.442,0.266,4.959,2.461,2.403,89,73,73,89
1.417,0.686,0.129,4.805,2.059,1.475,89,42,87,78
4.64,0.426,0.133,2.75,4.683,4.855,56,100,87,96
4.375,0.305,0.374,2.573,3.526,2.036,49,100,63,90
4.358,0.301,0.441,1.624,1.436,2.847,14,100,56,95
2.823,0.209,0.232,1.352,1.129,1.818,15,80,77,91
1.715,0.229,0.321,2.443,2.085,3.706,53,73,68,96
3.693,0.426,0.14,2.563,1.3,2.62,27,98,86,91
3.025,0.625,0.215,3.265,1.321,1.528,46,72,78,80
4.681,0.951,0.299,1.751,3.18,4.68,28,100,70,92
1.051,0.706,0.568,2.282,1.768,3.013,57,42,43,87
1.584,0.606,0.088,4.615,4.12,4.372,100,71,91,96
1.55,0.406,0.848,2.391,2.675,4.376,70,64,15,96
3.738,0.177,0.472,2.807,1.707,4.301,42,100,53,96
1.758,0.718,0.346,4.533,3.09,2.185,96,50,65,82
4.261,0.278,0.364,1.594,1.77,4.482,16,100,64,96
3.303,0.359,0.388,1.778,2.402,1.625,34,81,61,87
1.887,0.971,0.058,1.592,3.251,3.403,44,61,94,84
4.31,0.239,0.233,4.627,2.247,1.04,67,99,77,86
4.295,0.776,0.902,4.107,3.137,4.401,81,100,10,94
1.68,0.145,0.205,4.486,1.355,4.948,76,86,79,96
3.69,0.436,0.681,3.895,2.675,2.689,73,91,32,91
2.61,0.832,0.885,1.797,3.9,2.879,65,61,12,84
3.759,0.196,0.629,3.71,3.852,2.952,80,100,37,96
4.555,0.615,0.614,1.15,4.792,2.855,42,100,39,88
4.826,0.618,0.087,2.687,4.489,3.844,51,100,91,94
3.647,0.351,0.047,4.584,4.81,3.494,93,100,95,96
2.825,0.515,0.31,2.459,3.485,4.164,58,90,69,96
3.895,0.406,0.476,1.551,4.816,1.041,51,85,52,82
2.247,0.411,0.533,1.176,3.4,3.21,46,72,47,95
4.064,0.526,0.304,4.757,1.573,4.656,65,100,70,96
4.472,0.534,0.131,4.594,2.975,2.571,70,100,87,88
1.26,0.444,0.382,1.982,4.801,2.657,77,51,62,91
2.195,0.271,0.373,2.543,4.548,2.032,76,67,63,91
2.582,0.849,0.367,2.56,4.605,2.217,74,62,63,79
3.122,0.956,0.202,2.587,2.5,1.097,45,63,80,70
4.597,0.308,0.801,1.488,1.805,2.669,21,100,20,94
1.129,0.43,0.154,3.011,2.403,1.543,66,43,85,85
2.481,0.34,0.141,1.124,1.879,1.258,20,67,86,85
4.995,0.325,0.169,1.381,3.493,2.002,20,100,83,90
1.154,0.475,0.919,4.747,1.436,1.961,99,35,8,86
3.256,0.718,0.188,2.57,2.66,1.201,45,72,81,76
2.24,0.251,0.834,2.271,4.099,1.26,76,55,17,87
1.568,0.109,0.883,1.206,2.68,2.37,51,54,12,96
4.96,0.274,0.822,3.907,2.901,1.561,68,100,18,88
4.516,0.717,0.544,4.221,2.837,2.54,71,100,46,84
2.1,0.487,0.356,3.419,3.183,3.091,77,69,64,93
1.206,0.178,0.343,2.157,3.292,2.81,65,57,66,96
4.912,0.939,0.244,3.809,4.244,2.424,69,100,76,78
1.879,0.825,0.301,3.491,2.524,2.952,72,57,70,84
3.127,0.668,0.065,4.582,4.71,3.696,97,92,93,92
2.875,0.134,0.735,1.331,4.62,2.223,59,78,27,95
2.312,0.509,0.137,1.196,2.219,2.527,26,71,86,89
4.856,0.505,0.046,4.544,2.741,4.852,62,100,95,96
3.425,0.093,0.213,2.98,1.26,2.742,37,100,79,96
3.688,0.527,0.102,4.411,2.865,4.967,72,100,90,96
4.882,0.363,0.988,4.466,2.672,1.949,79,100,1,89
2.116,0.246,0.458,4.341,1.919,1.805,81,63,54,90
2.929,0.384,0.233,1.71,1.407,3.348,23,90,77,96
4.223,0.351,0.276,2.854,4.237,4.612,60,100,72,96
1.336,0.409,0.85,4.533,4.611,4.41,100,60,15,96
4.169,0.786,0.607,3.851,3.526,3.379,76,98,39,88
2.326,0.286,0.251,4.913,4.294,1.749,100,68,75,89
1.294,0.763,0.063,4.795,2.075,1.2,88,37,94,75
1.456,0.411,0.372,4.204,4.291,4.02,100,66,63,96
4.751,0.405,0.349,4.631,1.411,2.546,57,100,65,91
1.496,0.165,0.847,2.06,3.64,2.922,74,57,15,96
1.563,0.653,0.527,4.537,2.807,2.012,99,45,47,82
4.46,0.532,0.908,4.747,1.243,2.095,71,95,9,86
2.332,0.876,0.695,4.02,1.952,4.448,79,71,30,92
2.894,0.33,0.514,1.482,4.819,1.62,59,73,49,87
1.526,0.967,0.743,1.407,2.643,1.495,52,30,26,72
3.191,0.68,0.462,3.604,3.492,4.502,76,94,54,96
1.778,0.532,0.314,3.387,3.877,2.455,85,58,69,88
4.264,0.38,0.87,3.025,1.894,1.966,51,94,13,88
3.782,0.902,0.721,2.406,4.651,1.869,69,75,28,76
2.072,0.135,0.586,4.883,3.742,2.433,100,68,41,96
4.456,0.836,0.032,3.546,3.252,1.6,54,96,97,76
3.391,0.465,0.037,2.833,2.782,4.639,47,100,96,96
2.297,0.107,0.747,4.064,3.316,3.898,95,82,25,96
3.867,0.363,0.286,2.927,1.98,4.307,41,100,71,96
3.265,0.965,0.939,2.025,3.481,1.419,60,58,6,72
2.777,0.638,0.805,1.806,3.36,2.241,56,65,20,84
4.471,0.21,0.227,4.701,4.352,3.701,88,100,77,96
4.821,0.99,0.55,2.792,2.206,1.632,39,92,45,73
4.177,0.802,0.033,3.103,1.804,4.709,35,100,97,95
4.557,0.536,0.054,1.787,1.466,2.163,8,100,95,86
3.222,0.411,0.147,1.242,4.853,4.276,46,100,85,96
3.912,0.825,0.385,1.475,4.799,1.272,48,79,61,74
1.152,0.296,0.842,3.398,4.311,1.191,100,34,16,85
1.026,0.607,0.439,3.637,3.353,1.352,92,32,56,79
1.375,1.0,0.517,4.142,2.151,1.596,87,30,48,72
4.11,0.284,0.3,4.236,2.084,3.314,62,100,70,96
2.816,0.455,0.664,1.524,4.672,1.188,62,63,34,82
3.57,0.435,0.719,1.723,1.058,2.93,24,90,28,93
1.281,0.48,0.778,2.37,3.594,4.565,79,60,22,96
4.148,0.753,0.088,2.239,4.673,4.068,51,100,91,92
2.337,0.583,0.646,1.312,3.879,4.259,54,76,35,96
2.767,0.413,0.047,1.047,1.935,1.446,15,74,95,84
1.107,0.953,0.97,4.434,2.073,2.704,100,29,3,80
4.77,0.435,0.753,3.874,4.935,3.362,88,100,25,95
3.591,0.649,0.979,2.534,1.63,1.668,48,72,2,80
4.742,0.67,0.042,1.979,3.414,2.882,29,100,96,87
2.656,0.508,0.144,3.389,1.231,2.147,48,74,86,86
2.723,0.463,0.8,1.716,3.108,2.104,53,66,20,87
3.568,0.463,0.542,1.35,4.862,3.015,53,93,46,93
2.812,0.893,0.985,4.493,1.187,2.812,81,62,1,82
4.115,0.914,0.648,4.829,3.817,4.982,95,100,35,94
2.117,0.651,0.484,3.528,4.993,1.174,99,48,52,77
1.202,0.976,0.202,2.165,1.978,1.332,49,30,80,71
4.963,0.428,0.536,2.03,1.202,1.812,16,100,46,86
2.518,0.963,0.444,3.226,3.587,1.661,76,53,56,73
4.067,0.126,0.83,4.518,4.143,2.01,98,97,17,94
2.133,0.609,0.544,4.503,4.411,3.453,100,67,46,92
2.769,0.97,0.834,4.074,2.65,3.381,86,66,17,83
1.888,0.453,0.024,3.925,1.406,1.364,62,57,98,83
4.383,0.865,0.953,4.601,1.076,1.822,68,83,5,76
3.658,0.921,0.921,1.732,1.301,3.323,30,81,8,84
2.319,0.767,0.757,3.652,4.255,4.353,98,71,24,94
3.681,0.555,0.488,4.541,4.029,3.889,93,100,51,96
4.57,0.454,0.648,1.181,2.423,1.296,20,96,35,83
2.359,0.266,0.485,2.201,3.898,1.526,65,64,52,88
4.083,0.51,0.59,2.47,1.112,3.981,30,100,41,96
4.027,0.834,0.796,2.95,4.989,2.098,81,82,20,79
3.883,0.216,0.968,2.362,4.64,2.212,72,91,3,93
3.356,0.383,0.285,1.966,4.076,2.583,51,91,71,92
4.724,0.121,0.635,4.326,3.684,4.861,81,100,37,96
4.288,0.605,0.765,4.749,1.887,3.46,76,100,24,92
1.326,0.983,0.357,4.566,3.878,3.065,100,44,64,81
1.937,0.129,0.727,4.897,1.505,3.081,92,69,27,96
4.427,0.54,0.592,4.033,2.56,1.518,67,94,41,82
1.896,0.176,0.825,3.456,2.95,4.283,86,75,18,96
1.489,0.888,0.629,3.602,3.184,4.691,90,58,37,93
4.48,0.239,0.206,1.186,2.042,4.37,8,100,79,96
2.49,0.587,0.289,3.102,3.869,4.435,74,85,71,96
3.633,0.781,0.576,4.724,3.662,1.853,95,77,42,79
1.548,0.201,0.82,2.42,4.515,2.719,88,56,18,96
2.8,0.76,0.815,4.339,1.279,1.125,76,53,19,75
1.634,0.151,0.06,3.865,2.496,1.834,75,62,94,93
2.371,0.881,0.898,2.152,4.2,3.879,75,64,10,88
1.154,0.521,0.839,4.869,4.411,2.691,100,41,16,89
1.015,0.598,0.456,1.205,1.513,3.389,35,48,54,92
1.443,0.486,0.98,4.585,1.978,4.385,100,59,2,96
1.008,0.411,0.403,2.972,3.839,4.855,86,64,60,96
3.633,0.558,0.085,4.561,3.407,2.799,80,96,92,89
2.949,0.199,0.459,2.746,4.251,3.362,72,91,54,96
1.879,0.616,0.3,3.17,2.651,4.721,68,76,70,96
4.901,0.29,0.887,1.96,1.129,4.904,21,100,11,96
2.46,0.233,0.615,1.787,4.685,2.015,68,69,39,92
3.612,0.43,0.502,4.052,1.259,4.734,59,100,50,96
2.51,0.281,0.484,3.41,3.478,4.938,79,94,52,96
2.957,0.298,0.236,1.342,4.381,2.91,46,89,76,96
4.267,0.103,0.526,1.886,2.743,1.331,34,100,47,91
3.003,0.27,0.329,1.694,3.454,1.776,44,80,67,90
2.848,0.752,0.051,1.375,3.658,1.712,37,70,95,78
2.975,0.379,0.224,1.377,4.157,1.161,44,73,78,83
2.931,0.52,0.681,4.661,4.758,1.926,100,69,32,85
4.155,0.848,0.341,2.678,3.844,2.788,55,96,66,83
1.924,0.658,0.958,1.694,1.091,4.726,42,67,4,96
3.563,0.613,0.359,4.989,3.212,2.462,91,87,64,86
4.457,0.213,0.046,4.886,3.758,1.562,81,100,95,90
2.488,0.74,0.469,4.667,1.958,4.732,84,82,53,96
1.409,0.093,0.052,3.581,1.625,3.412,63,72,95,96
4.691,0.872,0.193,1.221,1.982,4.943,6,100,81,95
2.253,0.599,0.73,3.053,1.275,1.271,58,49,27,79
3.922,0.592,0.111,2.01,4.914,3.198,52,100,89,91
1.656,0.203,0.254,3.091,4.137,3.228,83,70,75,96
3.653,0.782,0.249,3.361,1.422,3.8,44,97,75,90
2.637,0.679,0.621,4.578,3.707,3.765,100,76,38,92
3.252,0.123,0.714,2.627,1.545,1.421,46,79,29,91
2.266,0.792,0.668,1.458,2.578,4.982,44,76,33,96
1.395,0.432,0.751,3.953,1.774,3.195,85,53,25,94
3.097,0.862,0.941,1.806,4.654,1.799,69,60,6,76
4.252,0.475,0.966,1.493,2.475,3.225,34,100,3,94
1.588,0.767,0.78,3.603,4.156,4.45,100,58,22,94
2.104,0.334,0.977,1.964,1.137,2.878,46,62,2,95
2.428,0.424,0.305,3.592,1.554,2.441,60,72,69,90
4.48,0.833,0.349,1.071,4.64,3.258,35,100,65,86
1.596,0.107,0.03,2.861,1.779,3.707,51,78,97,96
1.724,0.563,0.565,2.716,1.503,2.014,56,49,44,84
2.802,0.664,0.022,4.271,3.5,3.075,81,82,98,89
3.462,0.777,0.521,1.913,2.303,3.285,36,86,48,87
1.133,0.261,0.048,4.509,1.337,2.068,77,53,95,92
1.354,0.657,0.97,3.693,4.316,4.074,100,51,3,95
3.53,0.455,0.626,4.038,3.02,1.909,79,82,37,86
3.857,0.129,0.584,4.519,4.656,2.337,100,99,42,96
1.74,0.141,0.146,3.435,1.161,1.973,56,64,85,94
1.021,0.172,0.155,4.736,2.428,4.663,95,72,85,96
4.87,0.272,0.394,2.948,3.518,3.378,51,100,61,96
3.604,0.99,0.603,1.6,2.752,1.882,36,72,40,74
2.957,0.19,0.964,1.566,1.201,4.059,33,90,4,96
4.508,0.915,0.077,1.374,4.621,1.921,34,97,92,76
3.821,0.223,0.736,2.607,1.656,1.341,42,86,26,88
2.947,0.14,0.311,1.177,1.882,4.431,20,100,69,96
4.294,0.48,0.631,4.803,2.517,3.527,80,100,37,95
3.548,0.921,0.485,2.912,1.856,1.487,46,71,51,73
4.033,0.406,0.395,1.886,1.209,2.436,18,100,61,90
4.082,0.469,0.123,1.526,2.113,2.631,15,100,88,90
3.794,0.691,0.423,4.896,2.86,1.56,85,82,58,79
2.875,0.421,0.478,4.489,3.589,1.503,94,70,52,85
1.282,0.806,0.966,3.421,4.697,3.615,100,43,3,89
3.078,0.492,0.108,2.96,3.108,4.598,56,100,89,96
1.335,0.237,0.329,2.888,4.16,2.43,84,56,67,94
1.427,0.185,0.134,1.484,4.298,3.209,58,67,87,96
4.658,0.411,0.144,4.496,1.632,3.174,54,100,86,95
1.519,0.377,0.68,1.971,1.471,2.943,48,55,32,94
3.356,0.612,0.758,2.68,3.752,3.05,69,83,24,90
4.756,0.781,0.507,2.42,3.096,1.711,42,97,49,78
1.153,0.892,0.783,3.847,3.323,1.898,100,27,22,76
2.729,0.641,0.007,1.277,3.055,3.593,29,86,99,92
1.467,0.266,0.816,3.669,2.765,1.329,91,42,18,87
1.982,0.399,0.641,2.543,2.914,3.414,67,67,36,96
1.505,0.817,0.841,1.777,2.876,2.315,62,38,16,81
2.368,0.721,0.76,1.39,1.24,3.004,31,62,24,87
1.91,0.568,0.868,3.656,1.004,2.769,71,54,13,89
4.312,0.803,0.97,3.972,4.829,4.755,97,100,3,95
1.167,0.31,0.593,3.397,3.654,4.582,93,65,41,96
2.26,0.1,0.249,1.923,3.907,1.02,57,65,75,89
1.98,0.761,0.456,3.562,1.551,2.971,66,58,54,86
1.816,0.989,0.05,4.248,4.812,4.152,100,65,95,88
1.708,0.742,0.615,3.68,1.877,1.57,76,40,38,78
1.099,0.315,0.471,2.037,3.655,2.672,70,50,53,94
2.202,0.276,0.986,4.604,3.399,1.577,100,54,1,88
2.548,0.397,0.596,4.507,1.592,4.816,80,89,40,96
4.888,0.821,0.602,2.792,1.501,4.541,33,100,40,94
4.275,0.269,0.072,2.833,1.204,3.671,25,100,93,96
4.025,0.198,0.757,4.97,3.215,2.736,95,100,24,96
2.391,0.587,0.507,2.819,4.246,4.247,79,79,49,96
3.739,0.247,0.679,1.242,1.739,2.401,21,94,32,94
2.741,0.533,0.467,4.915,4.638,2.285,100,71,53,87
4.906,0.324,0.052,3.562,1.352,2.654,32,100,95,94
1.772,0.646,0.95,4.325,1.424,1.096,88,35,5,77
2.593,0.635,0.218,2.429,1.673,3.726,39,81,78,93
4.163,0.866,0.011,2.256,1.588,4.827,19,100,99,94
3.02,0.669,0.127,4.115,1.315,3.872,57,91,87,93
3.765,0.419,0.467,2.122,1.989,4.656,33,100,53,96
3.323,0.483,0.864,4.641,1.426,4.895,79,98,14,96
1.411,0.715,0.855,2.434,1.387,3.412,59,47,14,89
4.174,0.661,0.286,2.709,2.789,3.447,44,100,71,91
3.71,0.293,0.205,4.553,3.576,4.605,83,100,80,96
2.87,0.454,0.584,2.939,3.155,4.822,67,94,42,96
4.801,0.371,0.831,4.043,1.912,4.229,62,100,17,96
4.066,0.341,0.521,3.84,2.51,2.434,64,100,48,92
1.384,0.424,0.432,4.1,1.667,4.506,80,68,57,96
2.157,0.116,0.232,3.776,4.408,2.667,92,76,77,96
3.447,0.696,0.342,1.463,3.774,1.572,40,77,66,79
1.541,0.749,0.584,3.403,4.383,2.688,98,47,42,84
2.406,0.823,0.476,2.842,1.367,3.811,49,71,52,89
2.635,0.955,0.04,4.212,4.989,2.016,97,64,96,76
2.788,0.467,0.399,3.902,3.805,4.67,86,94,60,96
4.379,0.332,0.004,3.208,3.287,4.797,49,100,100,96
4.635,0.964,0.197,4.303,4.972,4.433,85,100,80,90
2.64,0.207,0.473,1.746,4.605,2.495,62,78,53,95
2.712,0.798,0.326,3.201,1.622,1.228,52,59,67,74
4.829,0.588,0.253,4.852,2.83,2.57,72,100,75,87
2.486,0.564,0.883,3.53,3.289,3.102,87,67,12,91
1.38,0.486,0.138,1.215,4.468,1.219,56,44,86,81
2.978,0.383,0.723,2.01,1.139,4.501,34,93,28,96
1.021,0.661,0.375,2.49,2.072,3.707,60,50,63,92
2.85,0.428,0.901,3.55,1.019,1.779,62,66,10,86
3.686,0.584,0.363,3.803,2.591,3.894,65,100,64,95
4.79,0.384,0.749,3.961,1.007,4.355,50,100,25,96
2.848,0.117,0.287,3.021,2.122,3.144,53,92,71,96
3.854,0.406,0.977,4.549,2.524,2.033,87,85,2,88
1.483,0.788,0.846,1.964,2.942,3.787,66,50,15,90
4.115,0.596,0.952,4.998,1.56,3.044,82,94,5,90
2.958,0.968,0.606,1.505,1.042,2.106,23,62,39,76
1.168,0.66,0.408,2.211,2.396,2.428,58,42,59,85
3.342,0.548,0.332,4.071,4.534,3.351,90,92,67,93
4.387,0.444,0.255,3.486,3.602,4.058,62,100,74,96
2.011,0.213,0.541,4.072,4.782,2.024,100,62,46,92
1.656,0.712,0.941,2.143,1.119,1.753,51,37,6,80
2.103,0.265,0.991,1.375,3.074,2.674,56,62,1,95
1.848,0.363,0.782,2.248,2.889,4.398,66,72,22,96
4.419,0.915,0.252,2.026,2.78,3.142,30,100,75,83
1.893,0.419,0.328,1.063,4.748,4.521,56,78,67,96
1.686,0.568,0.798,3.236,3.149,3.803,86,59,20,95
2.337,0.52,0.532,2.914,4.003,4.033,79,77,47,96
2.425,0.973,0.717,2.608,2.756,3.909,64,65,28,87
3.324,0.197,0.043,3.523,2.972,3.115,60,100,96,96
3.49,0.443,0.988,2.104,1.594,2.618,41,82,1,91
2.795,0.465,0.328,4.484,3.074,1.446,87,69,67,83
2.364,0.518,0.415,3.469,4.901,2.989,94,71,58,91
4.396,0.56,0.764,2.633,2.345,4.964,46,100,24,96
2.287,0.552,0.998,3.3,2.273,3.032,77,61,0,91
3.117,0.817,0.334,3.571,1.276,2.142,52,73,67,79
1.697,0.411,0.403,2.173,3.196,3.925,61,69,60,96
3.295,0.177,0.065,4.685,1.929,1.538,69,89,93,90
2.393,0.185,0.698,1.01,4.522,3.11,56,76,30,96
2.048,0.375,0.34,4.808,4.619,3.39,100,73,66,96
3.565,0.968,0.027,3.445,2.869,4.54,56,100,97,90
2.529,0.589,0.068,1.224,1.603,3.279,17,80,93,91
3.613,0.237,0.818,4.806,1.361,2.461,78,90,18,94
2.034,0.632,0.441,2.344,3.431,2.644,64,60,56,87
2.992,0.178,0.524,2.977,2.571,3.922,60,96,48,96
3.176,0.44,0.908,1.197,3.412,3.902,46,88,9,96
3.32,0.821,0.696,1.409,3.246,3.775,42,84,30,89
2.205,0.265,0.063,2.543,2.146,2.69,46,76,94,95
4.572,0.131,0.557,4.774,2.124,1.965,72,100,44,94
1.838,0.642,0.205,1.41,4.188,1.215,54,48,79,78
4.88,0.72,0.158,2.078,3.336,4.291,31,100,84,95
3.736,0.105,0.166,2.986,4.02,3.565,61,100,83,96
4.298,0.654,0.077,2.797,4.947,4.055,61,100,92,95
4.695,0.352,0.306,1.626,1.206,4.751,7,100,69,96
4.599,0.917,0.718,1.646,1.257,2.214,16,92,28,78
4.32,0.496,0.468,3.293,4.323,4.807,71,100,53,96
4.451,0.37,0.105,3.972,1.822,4.019,48,100,89,96
4.967,0.101,0.181,2.552,4.282,2.213,48,100,82,96
2.576,0.473,0.721,3.08,2.048,3.781,64,78,28,96
1.324,0.09,0.41,4.869,3.871,2.954,100,62,59,96
2.44,0.797,0.722,4.48,3.625,2.068,100,55,28,79
4.769,0.629,0.904,3.687,3.422,4.907,73,100,10,96
3.124,0.484,0.703,3.416,1.526,4.931,59,97,30,96
3.514,0.895,0.13,3.222,3.658,2.176,63,81,87,78
1.785,0.299,0.107,1.661,2.925,1.393,44,57,89,87
4.273,0.818,0.826,1.278,4.645,3.347,49,96,17,87
1.274,0.947,0.477,1.353,4.48,3.106,66,42,52,82
4.888,0.23,0.317,3.992,1.339,4.946,44,100,68,96
2.137,0.55,0.254,3.036,2.408,3.233,61,71,75,92
1.059,0.087,0.62,4.655,3.783,2.352,100,49,38,96
4.116,0.092,0.964,1.347,1.339,1.02,21,89,4,89
1.271,0.717,0.705,1.575,2.284,4.683,52,57,29,96
2.603,0.898,0.286,4.466,1.538,3.49,72,73,71,86
1.383,0.914,0.687,4.667,3.248,3.682,100,47,31,87
2.179,0.301,0.027,3.793,3.763,2.97,81,78,97,96
2.918,0.32,0.971,4.719,3.866,1.765,100,68,3,88
2.109,0.71,0.579,4.664,4.054,4.996,100,76,42,96
2.333,0.318,0.811,1.084,1.773,4.074,33,78,19,96
4.935,0.947,0.683,3.22,2.914,3.98,55,100,32,88
2.083,0.771,0.947,1.446,3.956,2.718,65,51,5,84
3.483,0.288,0.353,3.674,1.018,1.844,48,88,65,90
3.685,0.975,0.934,1.246,3.722,1.969,46,70,7,75
3.14,0.278,0.318,3.448,3.639,2.21,73,86,68,92
3.811,0.4,0.736,2.173,4.898,4.602,68,100,26,96
3.388,0.929,0.731,1.648,3.687,3.885,51,83,27,87
1.578,0.718,0.857,4.228,2.211,2.54,94,43,14,84
2.189,0.936,0.472,3.746,3.392,1.035,86,42,53,70
3.828,0.75,0.733,2.369,4.607,3.812,68,95,27,91
4.253,0.638,0.503,1.823,3.857,2.61,44,98,50,86
2.653,0.739,0.765,2.822,2.665,4.546,66,79,23,96
4.839,0.895,0.792,4.224,1.652,3.724,61,100,21,87
3.164,0.82,0.466,2.386,4.965,3.015,72,79,53,85
4.688,0.242,0.641,2.464,4.994,4.358,65,100,36,96
1.969,0.643,0.685,2.109,1.879,4.679,50,71,32,96
1.213,0.538,0.575,2.013,4.573,3.937,80,55,43,96
2.346,0.994,0.616,3.238,1.772,4.665,63,71,38,91
4.731,0.434,0.828,4.131,1.763,1.448,62,98,17,84
1.652,0.936,0.611,1.267,2.518,2.767,44,45,39,81
4.941,0.777,0.356,4.775,3.848,1.891,82,100,64,79
1.567,0.427,0.091,2.433,1.869,3.318,47,66,91,95
1.885,0.461,0.817,2.781,4.049,2.332,86,53,18,89
1.602,0.298,0.639,4.997,4.026,3.865,100,66,36,96
3.024,0.908,0.436,3.263,3.859,4.38,75,85,56,91
1.023,0.461,0.414,2.176,2.775,1.003,63,33,59,81
2.18,0.992,0.518,2.602,3.296,2.403,68,51,48,77
4.354,0.482,0.741,1.417,4.607,1.146,49,89,26,81
4.929,0.719,0.567,3.194,1.927,3.18,42,100,43,88
1.609,0.726,0.413,3.525,3.366,2.928,85,53,59,86
3.159,0.163,0.996,1.787,4.979,1.601,73,74,0,91
3.432,0.764,0.947,4.74,3.459,1.673,100,67,5,78
1.897,0.553,0.635,2.842,2.14,2.211,64,53,36,86
1.917,0.377,0.183,1.514,4.96,4.249,62,80,82,96
1.538,0.345,0.529,1.293,4.417,3.558,63,63,47,96
3.957,0.893,0.429,1.019,4.461,1.687,38,81,57,75
1.787,0.631,0.949,4.841,3.355,4.557,100,63,5,96
1.149,0.685,0.709,4.91,1.298,1.618,97,31,29,79
3.628,0.469,0.089,2.915,2.288,3.524,42,100,91,96
4.228,0.471,0.619,4.905,1.308,3.252,70,100,38,94
3.192,0.764,0.736,4.132,1.527,1.484,71,64,26,77
4.946,0.589,0.219,3.816,4.945,4.907,75,100,78,96
4.35,0.984,0.483,4.072,2.493,4.941,65,100,52,93
1.089,0.666,0.481,1.858,3.002,4.666,61,58,52,96
3.905,0.139,0.751,1.436,3.112,2.434,38,98,25,96
3.245,0.814,0.91,3.363,1.416,1.523,60,62,9,76
3.123,0.964,0.728,4.93,1.41,2.039,83,63,27,76
3.253,0.136,0.946,1.848,4.801,3.685,70,94,5,96
3.002,0.475,0.013,3.983,2.784,3.896,68,97,99,96
1.028,0.99,0.601,1.677,2.981,3.328,60,37,40,83
4.823,0.59,0.956,4.425,1.228,4.584,64,100,4,96
2.773,0.631,0.936,4.631,1.583,2.311,86,63,6,85
4.08,0.148,0.284,4.981,2.127,4.742,74,100,72,96
3.844,0.188,0.958,4.887,1.612,1.651,83,87,4,91
4.968,0.32,0.058,4.731,1.593,3.325,53,100,94,96
1.738,0.257,0.502,2.415,1.903,2.853,54,63,50,96
2.087,0.311,0.147,1.27,4.94,1.723,56,64,85,88
1.474,0.898,0.552,4.565,3.907,2.025,100,37,45,77
2.476,0.21,0.48,4.938,4.837,1.52,100,67,52,89
